Kreis-Id; Stadt;Winterweizen;Roggen und Wintermenggetreide;Wintergerste;Sommergerste;Hafer;Triticale;Kartoffeln;Zuckerrüben;Winterraps;Silomais
08226;      Rhein-Neckar-Kreis, Landkreis;72,9;51,5;63;53,7;48,4;59,8;304,2;654,5;41,6;443,4
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;-;.;-;.;.
08235;      Calw, Landkreis;63,8;50,6;57,6;45,8;50,1;58,5;321,2;.;40,4;407,3
08236;      Enzkreis, Landkreis;70,4;56,1;66,5;48,6;50,9;70,2;300,3;585,5;39,4;450
08237;      Freudenstadt, Landkreis;68,2;55,5;60,7;43,6;51,2;54,5;293;.;38,9;422,3
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;-;.
08315;      Breisgau-Hochschwarzwald, Landkreis;66,6;54,6;53,9;43,8;49,2;55,2;358,5;606,8;40;411,4
08316;      Emmendingen, Landkreis;65,7;47,3;57,2;45,5;45,4;54,1;377,5;.;.;351,3
08317;      Ortenaukreis, Landkreis;68,9;49,3;57,3;50,7;51;58,5;286,4;620,1;35,7;340
08325;      Rottweil, Landkreis;71,4;50,8;58,1;46,3;50,7;66,2;331,1;-;38,1;430
08326;      Schwarzwald-Baar-Kreis, Landkreis;69,7;49,1;56,6;53,9;52,5;64,8;288,1;.;38,7;507,5
08327;      Tuttlingen, Landkreis;67,6;57,9;55,7;44,7;44,1;60,4;348;-;40,6;467,7
08335;      Konstanz, Landkreis;67,6;58,5;59,2;41,9;52;61,4;280,1;.;34,7;426,9
08336;      Lörrach, Landkreis;60,6;48;51,8;41,2;49,3;55,3;277,2;.;.;433
08337;      Waldshut, Landkreis;63,4;48;55,5;43,1;45,2;57,7;295,3;.;37;438,7
08415;      Reutlingen, Landkreis;61,5;50,9;51,9;42,1;48,6;59,5;265,7;.;38,3;442,7
08416;      Tübingen, Landkreis;68,5;48,5;61;49,1;49,5;60,8;294,2;.;42,7;481,1
08417;      Zollernalbkreis, Landkreis;66;57;55,1;44,4;51;59,6;268;.;34,2;407,3
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;76,8;65,4;64,7;50,5;53,2;73,7;324,4;564,8;40,7;446,7
08426;      Biberach, Landkreis;76,5;63,1;64,2;47,9;55,8;72,1;343,9;628,4;39,8;459,4
08435;      Bodenseekreis, Landkreis;70,4;64,6;61,9;47,7;52,9;65;322;634,7;41,5;481,7
08436;      Ravensburg, Landkreis;74,6;51,7;62,8;49,6;52,6;63,6;340,6;610,9;40,6;413,3
08437;      Sigmaringen, Landkreis;73,5;53,9;59,8;48,5;53,8;60,1;325;-;38,7;444,8
2005;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;74,4;-;.;51,9;.;-;353,1;.;.;.
08115;      Böblingen, Landkreis;69,6;57,1;59,1;49;49,7;69,4;332,5;667,2;40,2;462,8
08116;      Esslingen, Landkreis;65,2;46,4;51,4;44,7;51,1;52,1;362,7;639,1;40,1;460,2
08117;      Göppingen, Landkreis;63,6;.;53,8;47,6;51,3;61,9;353,8;.;39,9;493,8
08118;      Ludwigsburg, Landkreis;75,7;53,3;62,7;54,2;51,1;66,1;409,4;703,3;40,5;480,3
08119;      Rems-Murr-Kreis, Landkreis;62,7;50;52,6;46,8;43,1;60,1;352,2;676,5;37,3;441,5
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;71,7;67,4;58,8;56,4;49,8;72,9;401,8;682,5;41,2;433,6
08126;      Hohenlohekreis, Landkreis;73,3;62,2;56,1;46,6;46,9;66,7;281,3;656,3;36,2;448,7
08127;      Schwäbisch Hall, Landkreis;70,4;49,8;57,2;47,2;49,2;67,5;326,2;610,1;36,4;472,9
08128;      Main-Tauber-Kreis, Landkreis;69,7;64,4;56;43,7;47,2;67;341,2;658;36,7;475,1
08135;      Heidenheim, Landkreis;66,7;55,5;57,7;45,3;46,4;72;328,7;.;39,1;402,3
08136;      Ostalbkreis, Landkreis;62,7;50,5;51,9;42,7;42,9;57,6;352,7;578,7;35,7;450,7
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;65,9;49,9;55,4;50,7;43,4;50,1;363,2;623,3;40,4;446
08216;      Rastatt, Landkreis;61,4;42,9;51,6;45,7;46,1;64,2;341;.;.;454,1
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;63,6;53,9;54,4;42,5;46,1;65,5;303;603,7;34,4;445,3
08226;      Rhein-Neckar-Kreis, Landkreis;72,6;44,7;55,3;50,1;48,4;58,7;340,9;628,7;38,1;429,7
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;-;.;-;.;.
08235;      Calw, Landkreis;53,8;47,3;49,1;37,4;38,2;52,7;341,9;.;39,6;421,4
08236;      Enzkreis, Landkreis;61,2;50,9;55,2;41,4;46,5;.;312,1;558,2;39,1;479,4
08237;      Freudenstadt, Landkreis;64,2;52,6;50,5;40,4;42,9;49,2;330,4;.;36;454,8
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;-;.
08315;      Breisgau-Hochschwarzwald, Landkreis;62,5;60,1;50,3;46,8;47,2;51,2;353,6;611,8;31,7;456,4
08316;      Emmendingen, Landkreis;63,3;49,3;51,3;45,7;48,8;55;429,3;.;.;478,5
08317;      Ortenaukreis, Landkreis;65,3;45,5;51,4;54,1;47,4;52,9;313;.;28,8;441,8
08325;      Rottweil, Landkreis;68,5;45,8;48,5;44,4;45,9;59,4;343,3;-;35,6;412
08326;      Schwarzwald-Baar-Kreis, Landkreis;70,8;54,6;55,6;55,4;53,9;66,6;342,3;.;.;469,4
08327;      Tuttlingen, Landkreis;62,6;52,4;51,2;42,9;45,6;57,8;353;-;37,2;498,1
08335;      Konstanz, Landkreis;68,4;59,5;53,9;48;53,7;64,4;338,6;537,1;34,7;455,9
08336;      Lörrach, Landkreis;57,2;54,4;50,6;43;47,1;50,8;294;.;.;490,2
08337;      Waldshut, Landkreis;62,8;49,7;54,7;46,3;45,1;58,1;337,7;.;36,8;451,6
08415;      Reutlingen, Landkreis;61,9;54,2;46,8;40,9;44,9;58,8;315;.;39,3;433,3
08416;      Tübingen, Landkreis;62,8;50,1;51;40,5;47,7;52,1;298,7;.;39,9;445,3
08417;      Zollernalbkreis, Landkreis;61,8;53,8;50;43,4;45,9;55,4;273,3;.;33,6;459,9
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;72,4;57,9;56,5;50,2;51,4;70,3;334,2;668;39,5;474,3
08426;      Biberach, Landkreis;72,5;61,3;56,7;46,8;54;66,4;370,6;658;39;499,2
08435;      Bodenseekreis, Landkreis;71,2;60,6;57,3;49,4;55,9;68,1;394,9;642,3;38,3;503,4
08436;      Ravensburg, Landkreis;73,9;54,4;58,4;52,4;56;66,7;362,1;650,5;41,3;449,2
08437;      Sigmaringen, Landkreis;70,9;50,7;54,6;46;52,1;63,4;355,3;-;41;442,8
2004;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;76,8;-;.;57,2;.;-;344,9;607,6;.;.
08115;      Böblingen, Landkreis;85;73,7;74,5;66,2;63;90,5;351,4;647,2;39,1;455,7
08116;      Esslingen, Landkreis;78,2;64,6;62;57,2;54,5;64,8;389,4;612,9;40,9;458,8
08117;      Göppingen, Landkreis;77,4;.;65,9;55,5;56,5;77,3;359,8;.;43,5;450,7
08118;      Ludwigsburg, Landkreis;76,1;44,8;71,7;60,2;54,2;63,9;364;642;40;451,6
08119;      Rems-Murr-Kreis, Landkreis;74,8;50,8;61,4;53,1;48,3;65;371;634,2;33,8;440,7
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;81,4;74,7;73,2;64;56,8;77,3;400,8;664,5;42,8;429,1
08126;      Hohenlohekreis, Landkreis;83,7;67,7;69,6;55,7;55,7;76,6;352,3;639;38,2;454,4
08127;      Schwäbisch Hall, Landkreis;81,2;56,2;68,3;54,9;57,3;74,1;313,9;619,5;35,6;445,6
08128;      Main-Tauber-Kreis, Landkreis;82,2;70;70,2;58,6;58;79,1;367,3;658,2;36,8;481,3
08135;      Heidenheim, Landkreis;78,9;.;66,5;60,9;55,9;77;347,8;639,3;39,6;416,9
08136;      Ostalbkreis, Landkreis;76,7;57,8;64,8;56,3;51,1;68,2;312,9;562,9;37,5;439,1
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;78;52,8;63;58,2;47,1;77,1;402,4;613,1;40,2;447,6
08216;      Rastatt, Landkreis;70,4;.;55,1;45,1;51,3;.;376,7;.;37;451,2
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;75,7;63,5;64,8;54;49,1;71,8;301,2;651,4;36,3;457,5
08226;      Rhein-Neckar-Kreis, Landkreis;76,9;51,8;69,2;54,5;49,6;57,5;372,9;663,5;39,1;417,2
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;-;.;-;.;.
08235;      Calw, Landkreis;73,2;52;61,7;58,4;52,9;68,2;321,7;.;36,7;389
08236;      Enzkreis, Landkreis;74,2;60,9;71,7;58;58,8;76,5;304,3;564,4;39,5;517,6
08237;      Freudenstadt, Landkreis;81,8;57;66,3;55,1;55,6;55,4;374;.;38,5;454,5
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;-;.
08315;      Breisgau-Hochschwarzwald, Landkreis;64,7;60,3;53,1;44,3;45,7;59,1;392,9;638,9;31,2;419,9
08316;      Emmendingen, Landkreis;69,1;53,4;61,2;53,9;53,3;64,3;433,9;648,2;.;501,5
08317;      Ortenaukreis, Landkreis;78;56,6;65,3;60,4;51,8;64,4;323,9;659,2;31,1;442
08325;      Rottweil, Landkreis;77,1;54,2;61,2;58,4;58,3;67,2;387,7;-;38,5;475,7
08326;      Schwarzwald-Baar-Kreis, Landkreis;77,9;.;61;58,6;53,1;77,7;333,4;.;36,2;455,7
08327;      Tuttlingen, Landkreis;68,5;56,2;57,7;53,6;51,9;64;379,5;-;41,1;424,7
08335;      Konstanz, Landkreis;64,7;57,7;50,8;49,3;47;54,6;357,1;.;33,4;401,1
08336;      Lörrach, Landkreis;72,3;66,5;57,8;53,1;53,1;64,6;350,2;.;31,7;515,4
08337;      Waldshut, Landkreis;71,3;52,8;59,8;54,8;51,2;63,5;359,4;649,6;38,1;485,5
08415;      Reutlingen, Landkreis;59,8;50,5;50,3;46,9;49,3;57,3;315,8;.;36,2;399,1
08416;      Tübingen, Landkreis;69,5;58,5;58,5;55,5;53,9;54,4;308,5;.;36,3;411,8
08417;      Zollernalbkreis, Landkreis;70,5;57,9;57,4;50,3;56,4;63,6;277,8;.;34,2;456,3
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;82;64,2;63,3;58,9;57,6;76,5;345,9;638;42,9;456,5
08426;      Biberach, Landkreis;76,9;56,6;63,7;52,6;56,3;72,4;319,2;649,6;41,7;441,6
08435;      Bodenseekreis, Landkreis;75,6;61,9;62,3;57;58,4;69,7;407,1;635,5;39;488,6
08436;      Ravensburg, Landkreis;78,3;52,3;66,4;55,8;56,7;72,1;388;615,6;36,5;448,7
08437;      Sigmaringen, Landkreis;77,6;58,4;59,9;54,3;56,4;68,6;362,1;-;36;436,5
2003;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;58,7;.;53,1;52,9;51,4;.;268,8;.;.;405
08115;      Böblingen, Landkreis;62,8;53,8;57,8;55,4;54,6;56,8;252,6;481,8;28,9;412,9
08116;      Esslingen, Landkreis;58,7;38,5;50,7;50,9;49,9;50,5;293,2;501,3;25,1;417
08117;      Göppingen, Landkreis;60,7;.;55,5;55,2;55,9;55,5;261,4;.;30,6;429
08118;      Ludwigsburg, Landkreis;58,8;44,5;55,1;48,5;46,5;52;264;469,5;27;409,6
08119;      Rems-Murr-Kreis, Landkreis;55,3;47,1;50,9;49,4;45,5;50,7;258,5;480,9;25,9;370,7
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;59,7;51,6;53,9;51;46,5;55,9;261;513,7;25,7;364,9
08126;      Hohenlohekreis, Landkreis;61;39,9;52,7;43,6;45,6;58,6;271,3;460,6;25,5;374,2
08127;      Schwäbisch Hall, Landkreis;61,8;42,1;55,6;50,5;48,7;53,8;249,7;437,2;27,9;348,7
08128;      Main-Tauber-Kreis, Landkreis;57,1;51,7;45,9;43,5;43,9;49,7;250,5;454,4;26,5;355,4
08135;      Heidenheim, Landkreis;59,1;47,1;52,4;51,7;49;56,6;307,2;492,8;27,7;403,8
08136;      Ostalbkreis, Landkreis;58,4;43,6;50,8;50;46,6;52,3;279,7;.;27,1;391,2
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;54,3;35,5;47,5;42,9;38,3;40,1;267,7;446;25,5;355,6
08216;      Rastatt, Landkreis;55,1;.;50,2;46,2;44,1;.;302;-;24,3;409,6
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;54,2;46,7;49,3;41,8;45,5;52,2;274,6;465;26;362,2
08226;      Rhein-Neckar-Kreis, Landkreis;56,6;48,3;51;44,2;46;46;250,8;442;26,5;374,9
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08235;      Calw, Landkreis;52,8;45,9;47,8;47,6;48,5;53,1;264,5;.;26,3;360,5
08236;      Enzkreis, Landkreis;55,8;45,5;51;48,5;44,4;58,4;220,7;480,4;26,2;399,9
08237;      Freudenstadt, Landkreis;59,6;46,5;52,8;48,1;50,8;46,6;262;-;23,9;423,2
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;-;.
08315;      Breisgau-Hochschwarzwald, Landkreis;47,2;38,5;45,2;33,9;41,6;46,4;300,8;509,1;23,8;351,6
08316;      Emmendingen, Landkreis;53;44,1;46,3;47,1;46,2;48;285,4;515,4;26,9;386,9
08317;      Ortenaukreis, Landkreis;52,6;47,3;47,3;46;45,6;47,8;263;.;22,6;391,1
08325;      Rottweil, Landkreis;57,5;47,1;47,7;45,7;47,8;50,4;279,7;-;24,4;361,1
08326;      Schwarzwald-Baar-Kreis, Landkreis;62,4;44,9;53,2;50,7;52,3;62,8;.;.;27,8;456,4
08327;      Tuttlingen, Landkreis;57,8;.;48;47,5;44,6;54,4;.;-;27,5;378,6
08335;      Konstanz, Landkreis;55,2;47,7;47,9;44,8;49;54,6;288;.;25,5;411,9
08336;      Lörrach, Landkreis;49,7;45;47,5;40,8;46,2;49,1;240,7;.;30;440,8
08337;      Waldshut, Landkreis;51,9;42,6;50,1;42,8;40,8;44,8;259,1;.;26,4;364,8
08415;      Reutlingen, Landkreis;61,4;51,2;55,1;51,1;51,7;58,8;254,3;.;27,6;388,7
08416;      Tübingen, Landkreis;56,7;50,7;52,1;54,5;53,9;59,2;286;.;22,6;439,8
08417;      Zollernalbkreis, Landkreis;57,4;48,1;52,8;46,7;50,3;56,2;.;-;21,5;387,7
08421;      Ulm, Stadtkreis;67;62,7;51,9;54;56,2;.;248,7;.;26;.
08425;      Alb-Donau-Kreis, Landkreis;68;52,6;58,7;55,9;54,1;62,5;287,3;531,9;27,5;418,9
08426;      Biberach, Landkreis;67,3;58,1;56,3;52,1;52,2;61,6;316;584,7;27;456,2
08435;      Bodenseekreis, Landkreis;61,8;54,9;57,1;47,9;55,4;58,5;312,8;583;29,1;472,9
08436;      Ravensburg, Landkreis;61,8;47,1;54,5;50,6;53,8;61,5;331,4;586,9;25,8;430,8
08437;      Sigmaringen, Landkreis;63;50,6;53,5;49,7;52,1;56,9;336,4;-;25,5;442,5
2002;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;67,9;.;67;44,9;48,6;.;346,8;717,4;.;.
08115;      Böblingen, Landkreis;70,9;59;64,3;52,1;53,4;68;348,2;671,3;36;496,1
08116;      Esslingen, Landkreis;64,4;49,4;56,4;44,8;48,9;63,6;346;622,1;32,7;482,2
08117;      Göppingen, Landkreis;62,1;51,6;59,4;42,1;45,6;58,3;352,3;.;32,4;475,9
08118;      Ludwigsburg, Landkreis;74;52,6;64,8;51,9;51,8;71,3;387,7;676,8;34,4;520,2
08119;      Rems-Murr-Kreis, Landkreis;62,4;50,1;56,2;45,5;45,2;60,8;356,1;677,4;31,3;452,5
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;70;58,6;62,3;52,1;48,3;63,8;363,2;699,4;33,7;458,3
08126;      Hohenlohekreis, Landkreis;72,1;61,9;62,5;46,3;49,7;66,2;363;672,9;30,4;463,2
08127;      Schwäbisch Hall, Landkreis;70,1;56,3;60,9;47,9;49,2;65,2;322,6;614,3;29,9;468,5
08128;      Main-Tauber-Kreis, Landkreis;70,1;64,4;61,9;45,8;50,4;65,9;360;655,1;30,6;479
08135;      Heidenheim, Landkreis;66,1;50,1;60,2;48,5;46,7;61,1;360,8;661,1;32,2;448,7
08136;      Ostalbkreis, Landkreis;65;49,4;60,6;46,2;44;57,4;347,9;597,4;34,8;457,3
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;64;46,6;54,1;46,4;43,3;62,5;336;599,9;30,5;455,7
08216;      Rastatt, Landkreis;64,3;.;57,3;50,2;46,2;66,8;378,4;-;32,4;461,2
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;63,2;54,1;57,9;39,6;45,6;60,2;348,9;639,3;31,2;439,1
08226;      Rhein-Neckar-Kreis, Landkreis;63,6;49,7;58,5;45,3;45,7;57;335,8;640,3;31,8;441
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;-;.;-;.;.
08235;      Calw, Landkreis;58,3;48,6;53,7;45,9;47,4;57,8;310;.;33,2;410,8
08236;      Enzkreis, Landkreis;66,9;57,1;63,4;48,5;49,1;64,5;290,4;589,4;32,2;474,8
08237;      Freudenstadt, Landkreis;64,5;53,1;57,9;43,5;47,1;53,2;329,2;-;29,8;443,8
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;-;.
08315;      Breisgau-Hochschwarzwald, Landkreis;68,5;57;54,2;49;46,6;59,3;395,4;603;35;458,2
08316;      Emmendingen, Landkreis;62,8;51,9;54,2;45,4;49,8;61,7;388,1;690,3;.;481,6
08317;      Ortenaukreis, Landkreis;64,7;48,1;54,4;50,9;46;52,3;325,7;.;25,5;472,6
08325;      Rottweil, Landkreis;66,6;51,5;56,3;44,8;51,7;61,4;318,3;.;32,4;408,1
08326;      Schwarzwald-Baar-Kreis, Landkreis;69,6;51,8;61,8;49,1;49,7;66,1;342,8;.;36;517,4
08327;      Tuttlingen, Landkreis;62,8;54;56,7;50,4;53;63,4;333,4;-;33,2;462,9
08335;      Konstanz, Landkreis;67,4;54,5;57,2;47,1;50,4;59,8;334,9;489,5;31,3;456,7
08336;      Lörrach, Landkreis;64,9;51,1;54,9;45,3;47,9;56,3;358,9;.;29,8;474,2
08337;      Waldshut, Landkreis;65,5;49,8;58;45,9;46;53,1;337;.;34,3;454,4
08415;      Reutlingen, Landkreis;66,2;58,6;60,8;43,7;49,4;66,4;296,6;.;32,5;430,3
08416;      Tübingen, Landkreis;67;57,1;59,9;49,3;52,1;62,9;316,1;.;34,8;448,5
08417;      Zollernalbkreis, Landkreis;62,8;50,4;54,9;43,9;47,4;57,5;284,5;.;31,5;424,1
08421;      Ulm, Stadtkreis;74,2;69,5;61,9;50,7;50,7;.;.;.;33,4;.
08425;      Alb-Donau-Kreis, Landkreis;72,8;59,8;62,5;51;51,5;67,7;353,9;666,8;32,3;481,1
08426;      Biberach, Landkreis;72,5;60,8;61,4;50,6;53,6;67;375,6;632,7;32,4;486,8
08435;      Bodenseekreis, Landkreis;72,8;60,6;62,6;48,9;53,7;66,4;375,6;699,2;37,7;505,5
08436;      Ravensburg, Landkreis;72;55,8;62,5;51,1;52,5;67,9;344,2;696;32;460,6
08437;      Sigmaringen, Landkreis;67,9;56,1;57,6;45,4;49,4;63,3;345,8;.;31,6;448
2001;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;60,5;-;.;42,6;.;.;362,3;565,8;.;454,5
08115;      Böblingen, Landkreis;76,3;59,6;67,7;56,2;62,9;73,6;334,3;563,8;39,9;471,3
08116;      Esslingen, Landkreis;64,5;56,1;57;47,3;54;59;343;564,3;34,9;455,4
08117;      Göppingen, Landkreis;65,7;77,2;61,8;53;58,5;64,7;333,6;.;37,1;436,4
08118;      Ludwigsburg, Landkreis;74,7;52,2;64,8;52,4;54,4;68,9;390,9;605;36,6;471,6
08119;      Rems-Murr-Kreis, Landkreis;63,7;49;54,3;44,5;49,8;58,8;347;575,2;34,1;439,8
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;70,3;57,5;65,5;49;54,4;65,6;395,7;596,2;33,3;448,4
08126;      Hohenlohekreis, Landkreis;72,2;69,4;65,3;47,2;53,9;69,2;404,8;600;33,5;450,4
08127;      Schwäbisch Hall, Landkreis;71;55,5;63;51,2;55,5;65,1;320,3;576,9;33,7;426
08128;      Main-Tauber-Kreis, Landkreis;70,9;64,5;64,5;49;53,8;66,2;372,9;580,7;33,6;459,9
08135;      Heidenheim, Landkreis;71;54,6;65,6;50,5;56;67,7;380,8;610,9;37,7;450,7
08136;      Ostalbkreis, Landkreis;67,7;56,1;61,5;50;51,8;63,2;366,2;.;35,2;442,7
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;61,5;52,4;59,3;44,1;46,1;61,4;365,2;539,7;31,6;443,3
08216;      Rastatt, Landkreis;57,4;53;57,5;44,8;50,3;.;377;-;29,9;449,7
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;67,3;57,9;59,5;44,3;48,4;66;374,7;569,8;31,2;404,3
08226;      Rhein-Neckar-Kreis, Landkreis;65,4;48,4;61,1;43,9;47,4;53,9;335;552,2;32,8;439,6
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;-;.;-;.;.
08235;      Calw, Landkreis;62,4;49,6;53,6;48,2;54,9;56,9;308,7;.;36,2;405,2
08236;      Enzkreis, Landkreis;65,6;62,5;64,5;46;61,4;72,9;338;561;33,9;465,3
08237;      Freudenstadt, Landkreis;72,6;56,6;62,6;48,4;56,6;51,9;324,8;-;37,5;424,6
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;-;.
08315;      Breisgau-Hochschwarzwald, Landkreis;64,1;56,1;56,2;43,7;50,6;52,6;403,4;567,8;30,5;445,3
08316;      Emmendingen, Landkreis;60,3;49,7;51,7;48,3;52;59,5;331,1;582,5;.;434,3
08317;      Ortenaukreis, Landkreis;57,9;47,6;53,1;46,3;49,8;51,7;326,6;.;25,4;442,4
08325;      Rottweil, Landkreis;72,5;52,8;61,5;50,2;58,4;71,9;330,4;.;38,1;418,6
08326;      Schwarzwald-Baar-Kreis, Landkreis;68,7;50,2;58,2;43,9;52,9;63,9;326,1;.;36,2;443,9
08327;      Tuttlingen, Landkreis;64,1;51,8;55,6;43,7;50,8;58,1;336,1;-;34,6;430,9
08335;      Konstanz, Landkreis;69,8;56,7;57,6;46,2;53,8;62,2;338,8;.;32,2;432,2
08336;      Lörrach, Landkreis;54,6;46,7;47,5;39,1;44,4;50,1;323,3;.;31,2;498,5
08337;      Waldshut, Landkreis;61,1;50,5;55,9;42,9;48,3;52,9;351,7;.;37;443,9
08415;      Reutlingen, Landkreis;69,1;56,1;58,7;45,8;53,9;64;294,3;.;35,5;413,7
08416;      Tübingen, Landkreis;72;63,2;64,7;51;61,3;68,8;368,6;.;38,8;419,6
08417;      Zollernalbkreis, Landkreis;65,8;53,9;59,5;43,1;53,4;61,3;296,2;.;35,5;448,7
08421;      Ulm, Stadtkreis;79,4;72,6;68,1;55,9;63,2;.;.;.;36,5;.
08425;      Alb-Donau-Kreis, Landkreis;77,1;59,2;66;53,3;56,7;71,2;353,5;589,2;37,2;463,1
08426;      Biberach, Landkreis;77,8;65,7;65,9;52,2;60,2;72,2;378,1;622,1;37;458,5
08435;      Bodenseekreis, Landkreis;70,2;59,4;62,8;47,5;59,3;67,1;387,3;593,6;36,4;451,1
08436;      Ravensburg, Landkreis;74,5;55,5;64;51,5;58,3;69,1;384,6;.;36,7;441,9
08437;      Sigmaringen, Landkreis;75,8;59,6;63,2;49,6;57,4;67;388,8;.;36;447,3
2000;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;72;.;.;51;.;-;385,9;620,4;.;.
08115;      Böblingen, Landkreis;73,2;62,2;69,1;55,7;60,2;72,4;388,8;661,3;39,3;469,9
08116;      Esslingen, Landkreis;62,7;55,9;55,7;49,2;52,5;58,3;390,9;570,8;33,5;456
08117;      Göppingen, Landkreis;66,3;57,4;58,5;51,5;54;61,7;422,9;.;34,5;457,6
08118;      Ludwigsburg, Landkreis;70,5;53,8;66,1;53,5;54;64;422,5;707,2;34,8;464,9
08119;      Rems-Murr-Kreis, Landkreis;60,6;48,9;54,5;45,1;46,9;55,1;377,7;679,7;33,5;457,5
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;71,1;60,7;62,9;55,1;51,9;64,1;471,9;686;31,2;484,2
08126;      Hohenlohekreis, Landkreis;70,6;64,1;62,4;46,5;51,3;68,1;404,5;693,8;35;534,4
08127;      Schwäbisch Hall, Landkreis;72,1;55,6;63,9;48,7;52,2;66,5;366,1;631,1;34;460,5
08128;      Main-Tauber-Kreis, Landkreis;65,9;57,4;59,6;46,4;46,3;63,4;388,9;667,8;31,9;504,5
08135;      Heidenheim, Landkreis;69,4;52,4;62,1;51,8;52,3;71;450,6;642,3;36;468,1
08136;      Ostalbkreis, Landkreis;66,1;50,7;59,5;48,4;49,2;59,6;420,3;633,8;32,6;435,6
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;66,8;49,5;62,3;51,3;51,7;63;437,5;649,4;28,7;456,3
08216;      Rastatt, Landkreis;63,4;50,8;59,4;48,2;49,8;61,7;382,8;-;29,2;459,5
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
